_unit_id,_golden,_canary,_unit_state,_trusted_judgments,_last_judgment_at,tag1,tag10,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,orig__golden,image_name,orig_tag1,orig_tag10,tag1_gold,orig_tag2,tag2_gold,orig_tag3,tag3_gold,orig_tag4,orig_tag5,orig_tag6,orig_tag7,orig_tag8,orig_tag9,url
374320201,FALSE,,finalized,3,12/26/13 18:40,"play
strum
play","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006832,harp,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006832.JPEG
374320202,FALSE,,finalized,3,12/23/13 4:47,"none
n
n","

","sit
hold
hold","

","

","

","

","

","

","

",,ILSVRC2012_val_00006837,bowl,,,dog,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006837.JPEG
374320203,FALSE,,finalized,3,12/20/13 14:31,"ride
ride
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006850,unicycle,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006850.JPEG
374320204,FALSE,,finalized,3,12/20/13 15:53,"play
hold
play","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006855,banjo,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006855.JPEG
374320205,FALSE,,finalized,3,12/26/13 5:37,"none
ride
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006874,golfcart,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006874.JPEG
374320206,FALSE,,finalized,3,12/21/13 0:45,"carry
hold
kick","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006885,rugby ball,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006885.JPEG
374320207,FALSE,,finalized,3,12/21/13 15:02,"touch
pet
stroke","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006895,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006895.JPEG
374320208,FALSE,,finalized,3,12/21/13 17:48,"look at
n
watch","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006910,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006910.JPEG
374320209,FALSE,,finalized,3,12/26/13 21:45,"hit
n
hit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006926,puck,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006926.JPEG
374320210,FALSE,,finalized,3,12/26/13 21:10,"play
play
hit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006936,drum,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006936.JPEG
374320211,FALSE,,finalized,3,12/21/13 16:00,"hold
hold
hold","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006949,water bottle,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006949.JPEG
374320212,FALSE,,finalized,3,12/23/13 4:44,"play
play
hit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00006968,drum,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006968.JPEG
374320213,FALSE,,finalized,3,12/21/13 0:57,"n
wear
none","

","n
carry
carry","

","

","

","

","

","

","

",,ILSVRC2012_val_00006980,backpack,,,purse,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006980.JPEG
374320214,FALSE,,finalized,3,12/22/13 5:45,"play
hit
hit","

","hold
n
hold","use
n
none","

","

","

","

","

","

",,ILSVRC2012_val_00006982,ping-pong ball,,,racket,,diningtable,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006982.JPEG
374320215,FALSE,,finalized,3,12/20/13 22:22,"Use
wear
attach","

","Hold
hold
hold","Touch
rest
lay","

","

","

","

","

","

",,ILSVRC2012_val_00006995,band aid,,,computer mouse,,diningtable,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00006995.JPEG
374320216,FALSE,,finalized,3,12/21/13 17:13,"none
swing
n","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007020,horizontal bar,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007020.JPEG
374320217,FALSE,,finalized,3,12/20/13 23:25,"look at
n
none","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007064,car,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007064.JPEG
374320218,FALSE,,finalized,3,12/26/13 21:45,"sing
use
hold","

","play
play
hold","sit
n
sit","

","

","

","

","

","

",,ILSVRC2012_val_00007098,microphone,,,drum,,chair,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007098.JPEG
374320219,FALSE,,finalized,3,12/23/13 15:24,"none
show
none","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007109,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007109.JPEG
374320220,FALSE,,finalized,3,12/20/13 16:16,"none
look
none","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007125,car,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007125.JPEG
374320221,FALSE,,finalized,3,12/20/13 20:36,"hold
wear
wear","

","none
pet
pat","none
lean
lean on","

","

","

","

","

","

",,ILSVRC2012_val_00007135,stethoscope,,,dog,,diningtable,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007135.JPEG
374320222,FALSE,,finalized,3,12/20/13 22:25,"none
NONE
n","

","none
NONE
n","

","

","

","

","

","

","

",,ILSVRC2012_val_00007142,bus,,,car,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007142.JPEG
374320223,FALSE,,finalized,3,12/25/13 0:12,"none
use
none","

","hold
hold
hold","type
use
none","

","

","

","

","

","

",,ILSVRC2012_val_00007175,laptop,,,computer mouse,,computer keyboard,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007175.JPEG
374320224,FALSE,,finalized,3,12/21/13 17:47,"walk on
stand on
walk","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007181,balance beam,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007181.JPEG
374320225,FALSE,,finalized,3,12/22/13 0:22,"walk
stand
walk","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007183,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007183.JPEG
374320226,FALSE,,finalized,3,12/21/13 1:17,"stand
ride
stand","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007184,whale,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007184.JPEG
374320227,FALSE,,finalized,3,12/24/13 1:01,"paddle
sit
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007245,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007245.JPEG
374320228,FALSE,,finalized,3,12/26/13 21:41,"walk
walk
walk","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007255,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007255.JPEG
374320229,FALSE,,finalized,3,12/21/13 16:04,"none
none
stear","

","sit
ride
pull","

","

","

","

","

","

","

",,ILSVRC2012_val_00007260,horse,,,cart,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007260.JPEG
374320230,FALSE,,finalized,3,12/22/13 18:22,"n
n
none","

","n
n
plow","

","

","

","

","

","

","

",,ILSVRC2012_val_00007264,train,,,snowplow,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007264.JPEG
374320231,FALSE,,finalized,3,12/26/13 4:24,"perform
swing
hang","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007279,horizontal bar,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007279.JPEG
374320232,FALSE,,finalized,3,12/24/13 1:23,"none
none
play","

","none
none
play","

","

","

","

","

","

","

",,ILSVRC2012_val_00007308,croquet ball,,,baseball,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007308.JPEG
374320233,FALSE,,finalized,3,12/23/13 19:20,"steer
ride
sit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007310,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007310.JPEG
374320234,FALSE,,finalized,3,12/26/13 3:24,"hit
hit
hit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007328,croquet ball,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007328.JPEG
374320235,FALSE,,finalized,3,12/22/13 20:47,"speak to
pet
look at","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007330,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007330.JPEG
374320236,FALSE,,finalized,3,12/20/13 15:03,"none
none
none","

","hold
none
hold","

","

","

","

","

","

","

",,ILSVRC2012_val_00007333,bicycle,,,purse,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007333.JPEG
374320237,FALSE,,finalized,3,12/21/13 20:13,"flip
n
somersault on","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007340,balance beam,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007340.JPEG
374320238,FALSE,,finalized,3,12/21/13 17:05,"none
n
n","

","play
play
play","

","

","

","

","

","

","

",,ILSVRC2012_val_00007359,trombone,,,trumpet,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007359.JPEG
374320239,FALSE,,finalized,3,12/21/13 11:36,"play
play
play","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007362,trombone,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007362.JPEG
374320240,FALSE,,finalized,3,12/23/13 1:34,"play
play
play","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007371,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007371.JPEG
374320241,FALSE,,finalized,3,12/21/13 14:03,"balance
perform
stand","

","n
n
none","

","

","

","

","

","

","

",,ILSVRC2012_val_00007385,balance beam,,,horizontal bar,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007385.JPEG
374320242,FALSE,,finalized,3,12/21/13 11:45,"hit
hold
hold","

","hold
hold
hold","

","

","

","

","

","

","

",,ILSVRC2012_val_00007391,nail,,,hammer,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007391.JPEG
374320243,FALSE,,finalized,3,12/20/13 22:50,"none
play
sing","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007409,microphone,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007409.JPEG
374320244,FALSE,,finalized,3,12/20/13 14:42,"punch
none
punch","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007418,punching bag,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007418.JPEG
374320245,FALSE,,finalized,3,12/25/13 3:29,"play
play
play","

","play
play
play","sit
sit
sit","

","

","

","

","

","

",,ILSVRC2012_val_00007427,piano,,,trumpet,,chair,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007427.JPEG
374320246,FALSE,,finalized,3,12/20/13 14:49,"row
sit
drive","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007438,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007438.JPEG
374320247,FALSE,,finalized,3,12/22/13 20:56,"amplify
hear
sit by","

","play
play
play","

","

","

","

","

","

","

",,ILSVRC2012_val_00007453,microphone,,,accordion,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007453.JPEG
374320248,FALSE,,finalized,3,12/20/13 15:13,"hold
hold
hold","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007488,snake,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007488.JPEG
374320249,FALSE,,finalized,3,12/20/13 14:19,"hit
hold
none","

","hit
hit
none","throw
n
none","

","

","

","

","

","

",,ILSVRC2012_val_00007494,racket,,,ping-pong ball,,tennis ball,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007494.JPEG
374320250,FALSE,,finalized,3,12/21/13 17:23,"ride
n
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007503,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007503.JPEG
374320251,FALSE,,finalized,3,12/21/13 7:19,"none
lay
check","

","none
drive
none","wear

carry","

","

","

","

","

","

",,ILSVRC2012_val_00007504,stretcher,,,car,,backpack,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007504.JPEG
374320252,FALSE,,finalized,3,12/23/13 15:03,"speak
none
use","

","play
play
blow","

","

","

","

","

","

","

",,ILSVRC2012_val_00007509,microphone,,,flute,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007509.JPEG
374320253,FALSE,,finalized,3,12/23/13 1:37,"walk
hold
walk","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007516,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007516.JPEG
374320254,FALSE,,finalized,3,12/21/13 8:08,"ride
ride
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007517,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007517.JPEG
374320255,FALSE,,finalized,3,12/20/13 15:07,"n
none
none","

","n
none
none","

","

","

","

","

","

","

",,ILSVRC2012_val_00007523,motorcycle,,,car,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007523.JPEG
374320256,FALSE,,finalized,3,12/21/13 16:34,"play
play
play","

","sit on
sit on
sit","play
play
play","

","

","

","

","

","

",,ILSVRC2012_val_00007536,french horn,,,chair,,trumpet,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007536.JPEG
374320257,FALSE,,finalized,3,12/20/13 20:19,"play
play
play","

","play
play
play","sit
sit on
sit","

","

","

","

","

","

",,ILSVRC2012_val_00007538,cello,,,violin,,chair,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007538.JPEG
374320258,FALSE,,finalized,3,12/21/13 18:07,"hit
play
hit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007653,volleyball,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007653.JPEG
374320259,FALSE,,finalized,3,12/27/13 3:25,"play
play
play","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007665,volleyball,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007665.JPEG
374320260,FALSE,,finalized,3,12/21/13 3:01,"pet
pet
pet","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007705,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007705.JPEG
374320261,FALSE,,finalized,3,12/21/13 11:01,"none
n
n/a","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007726,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007726.JPEG
374320262,FALSE,,finalized,3,12/21/13 19:24,"ride
ride on
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007731,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007731.JPEG
374320263,FALSE,,finalized,3,12/26/13 18:18,"sit
looking
none","

","drive
driving
none","drive
driving
drive","

","

","

","

","

","

",,ILSVRC2012_val_00007746,dog,,,bus,,car,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007746.JPEG
374320264,FALSE,,finalized,3,12/20/13 14:43,"stand
float
drive","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007763,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007763.JPEG
374320265,FALSE,,finalized,3,12/21/13 17:18,"cuddle
hold
hold","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007773,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007773.JPEG
374320266,FALSE,,finalized,3,12/23/13 15:37,"drive
fill
none","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007786,car,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007786.JPEG
374320267,FALSE,,finalized,3,12/20/13 14:48,"wear
ski
drive","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007821,ski,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007821.JPEG
374320268,FALSE,,finalized,3,12/21/13 18:02,"n
holding
n","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007823,cream,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007823.JPEG
374320269,FALSE,,finalized,3,12/24/13 1:02,"ride
sit
pull","

","drive
steer
n","

","

","

","

","

","

","

",,ILSVRC2012_val_00007836,cart,,,cattle,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007836.JPEG
374320270,FALSE,,finalized,3,12/21/13 16:05,"wear
wear
wear","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007865,band aid,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007865.JPEG
374320271,FALSE,,finalized,3,12/23/13 15:37,"hold
hold
hold","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007880,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007880.JPEG
374320272,FALSE,,finalized,3,12/20/13 16:18,"use
ride
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007911,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007911.JPEG
374320273,FALSE,,finalized,3,12/23/13 14:56,"play
play
blow","

","speak
use
use","

","

","

","

","

","

","

",,ILSVRC2012_val_00007914,trombone,,,microphone,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007914.JPEG
374320274,FALSE,,finalized,3,12/26/13 18:28,"blow
play
play","

","blow
play
none","

","

","

","

","

","

","

",,ILSVRC2012_val_00007921,french horn,,,trumpet,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007921.JPEG
374320275,FALSE,,finalized,3,12/24/13 21:09,"none
n
hit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007947,golf ball,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007947.JPEG
374320276,FALSE,,finalized,3,12/20/13 14:18,"walk
walk
walk","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00007971,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00007971.JPEG
374320277,FALSE,,finalized,3,12/23/13 15:34,"wear
wear
wear","

","ride
ride
ride","

","

","

","

","

","

","

",,ILSVRC2012_val_00008007,backpack,,,bicycle,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008007.JPEG
374320278,FALSE,,finalized,3,12/21/13 16:54,"n
none
n","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008018,dog,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008018.JPEG
374320279,FALSE,,finalized,3,12/20/13 21:10,"wear
use
Use","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008019,band aid,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008019.JPEG
374320280,FALSE,,finalized,3,12/21/13 12:31,"wear
wear
carry","

","hold
hold
hold","hold
hold
hod","hold
hold
hold","

","

","

","

","

",,ILSVRC2012_val_00008033,backpack,,,saxophone,,trombone,,trumpet,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008033.JPEG
374320281,FALSE,,finalized,3,12/23/13 14:52,"play
play
play","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008036,drum,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008036.JPEG
374320282,FALSE,,finalized,3,12/23/13 1:35,"sit
sit on
sit","

","watch
watch
ride","sit
sit at
eat on","

","

","

","

","

","

",,ILSVRC2012_val_00008048,chair,,,watercraft,,diningtable,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008048.JPEG
374320283,FALSE,,finalized,3,12/20/13 21:19,"hold
turn
Use","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008060,screwdriver,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008060.JPEG
374320284,FALSE,,finalized,3,12/25/13 1:24,"n
none
sit","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008063,chair,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008063.JPEG
374320285,FALSE,,finalized,3,12/20/13 21:18,"drive
ride
ride","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008080,watercraft,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008080.JPEG
374320286,FALSE,,finalized,3,12/20/13 14:06,"look at
drive
none","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008088,car,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008088.JPEG
374320287,FALSE,,finalized,3,12/21/13 12:02,"hold
tune
tune","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008158,violin,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008158.JPEG
374320288,FALSE,,finalized,3,12/24/13 12:53,"n
blow
play","

","play
blow
hold","

","

","

","

","

","

","

",,ILSVRC2012_val_00008159,french horn,,,saxophone,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008159.JPEG
374320289,FALSE,,finalized,3,12/21/13 14:56,"sit under
n
none","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008170,lamp,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008170.JPEG
374320290,FALSE,,finalized,3,12/21/13 18:53,"n
n
n","

","

","

","

","

","

","

","

","

",,ILSVRC2012_val_00008188,monkey,,,,,,,,,,,,,http://disi.unitn.it/~dle/images/DET/val/ILSVRC2012_val_00008188.JPEG
